##kee	27	124	27	35	96	8	7.0
##ington	22	48	22	30	25	8	7.0
legions	24	27	24	27	3	2	2.0
heated	24	127	23	31	102	7	6.0
slaughter	25	248	25	32	222	7	6.0
jew	31	525	31	34	493	3	3.0
bee	25	522	26	35	496	9	8.0
cambridge	25	556	25	34	530	8	7.0
leo	22	271	22	33	249	10	9.0
aba	32	607	30	39	575	9	8.0
jesuit	49	529	31	38	479	7	6.0
cavalier	24	28	25	28	3	3	3.0
reproduce	24	36	23	28	12	4	4.0
feast	41	83	27	30	41	3	3.0
marseille	37	564	29	35	526	5	5.0
diagnostic	28	55	27	30	27	2	2.0
cv	45	553	29	35	507	5	5.0
assassins	24	276	23	35	251	11	10.0
##the	20	582	20	35	562	15	13.0
faction	25	256	25	29	231	3	3.0
eighteen	21	81	22	31	59	9	8.0
cater	28	32	27	32	4	4	4.0
yellowstone	26	526	26	35	500	9	8.0
loft	24	534	25	33	510	8	7.0
supervised	23	35	23	28	11	4	4.0
disturb	22	65	21	27	42	5	5.0
cotton	27	185	27	32	157	4	4.0
anaheim	28	186	28	34	157	5	5.0
marketed	27	41	27	29	14	2	2.0
##iol	28	31	28	32	3	3	3.0
yves	29	514	28	32	484	3	3.0
santana	22	171	23	30	148	7	6.0
##oli	26	73	27	33	46	5	5.0
spill	24	295	24	35	271	10	9.0
willow	27	526	28	34	498	5	5.0
##uding	23	63	24	28	39	4	4.0
##tila	28	275	28	32	247	4	4.0
##lander	91	135	28	32	43	3	3.0
aa	19	490	20	33	470	13	11.0
atoll	41	134	29	31	92	2	2.0
load	25	75	26	30	49	4	4.0
prostitutes	26	562	26	34	535	8	7.0
organizer	73	551	28	34	478	5	5.0
##quet	28	82	28	32	53	4	4.0
austin	26	545	26	37	519	10	9.0
homo	27	187	27	32	159	4	4.0
startup	21	24	22	24	2	2	2.0
nico	25	593	25	40	567	14	12.0
soul	26	269	25	35	243	9	8.0
chuck	22	504	23	33	481	10	9.0
vic	29	111	29	33	81	4	4.0
communists	27	171	27	32	144	4	4.0
zac	28	80	28	32	51	3	3.0
##wc	31	274	27	34	243	7	6.0
adaptations	23	28	23	27	4	3	3.0
morocco	28	549	28	35	520	7	6.0
colours	31	275	31	34	243	3	3.0
ambassadors	60	535	30	35	474	4	4.0
mysteries	28	531	26	32	503	5	5.0
predictions	20	105	20	31	85	10	9.0
delaware	200	590	30	39	390	9	8.0
lantern	30	130	26	30	100	3	3.0
##ein	23	30	22	31	7	8	7.0
geological	28	287	27	34	259	7	6.0
manufacture	23	27	24	26	3	2	2.0
choir	25	179	25	31	154	5	5.0
telecommunication	25	27	25	27	2	2	2.0
recommendation	25	535	24	32	510	8	7.0
cole	24	69	23	32	45	8	7.0
##pd	26	165	26	32	138	5	5.0
##nz	29	97	29	32	68	3	3.0
reacting	21	28	20	27	7	7	6.0
menu	28	179	28	32	150	4	4.0
kerr	25	88	21	30	63	8	7.0
##lling	22	132	22	34	109	11	10.0
mouths	37	172	29	31	134	2	2.0
narrowly	28	191	27	35	163	8	7.0
rangers	22	492	22	30	469	8	7.0
philosophers	63	171	27	30	107	3	3.0
ornate	27	488	27	31	460	3	3.0
##oped	46	252	24	33	206	8	7.0
fauna	29	280	30	34	250	3	3.0
##uch	27	90	28	35	62	7	6.0
elton	144	194	33	36	50	3	3.0
wishes	24	92	23	33	68	9	8.0
##right	23	100	23	28	76	4	4.0
bam	23	552	23	33	528	10	9.0
boil	141	262	30	33	120	3	3.0
desirable	177	516	28	33	338	4	4.0
##itor	22	140	22	31	117	9	8.0
##tral	26	54	26	30	27	3	3.0
sufi	29	540	29	35	511	5	5.0
angels	19	517	20	33	497	12	11.0
deportation	21	515	20	31	494	10	9.0
tribune	30	116	29	32	86	2	2.0
paz	29	553	29	38	524	9	8.0
targeting	22	63	22	29	40	7	6.0
silent	23	86	23	33	62	9	8.0
gillian	124	537	27	33	413	5	5.0
sensors	88	174	29	33	85	3	3.0
pioneering	21	25	20	25	4	4	4.0
inland	27	563	27	36	535	9	8.0
settler	166	483	28	31	316	3	3.0
emphasis	24	515	24	32	491	8	7.0
##phi	23	121	23	35	98	11	10.0
rated	24	534	23	33	509	9	8.0
rush	27	591	26	38	563	11	10.0
desperately	24	64	24	29	40	5	5.0
uncomfortable	24	165	24	30	140	5	5.0
##lly	22	87	22	28	64	5	5.0
wards	66	262	29	32	195	3	3.0
sudbury	30	553	29	35	523	5	5.0
##tet	23	25	23	25	1	2	2.0
heels	26	30	26	30	4	3	3.0
##bial	28	32	28	30	3	2	2.0
healer	29	518	28	31	489	2	2.0
loyalty	26	291	26	34	264	8	7.0
suppose	23	31	22	27	8	4	4.0
##fl	18	110	17	30	91	12	11.0
snacks	26	120	26	32	94	5	5.0
definitive	26	125	26	29	99	3	3.0
##yde	29	56	30	34	27	4	4.0
##rift	44	95	28	32	50	4	4.0
kei	24	199	24	35	175	10	9.0
olympiad	27	524	26	32	497	5	5.0
squeak	30	132	27	31	102	3	3.0
macro	27	189	26	33	162	7	6.0
polished	101	522	27	31	420	3	3.0
##lb	20	129	19	30	109	10	9.0
##lc	22	31	22	30	8	8	7.0
carr	22	135	22	36	112	14	12.0
windsor	36	557	31	37	521	5	5.0
gibbs	28	129	28	30	100	2	2.0
serena	31	552	30	37	521	7	6.0
malicious	26	104	26	31	77	4	4.0
satisfy	24	552	24	34	527	9	8.0
##bridge	29	546	25	38	517	12	11.0
aerial	49	65	27	31	16	3	3.0
committees	23	43	23	29	20	5	5.0
##fect	24	287	24	38	263	14	12.0
charleston	30	565	30	36	534	5	5.0
cups	28	269	27	33	240	5	5.0
saddle	22	30	23	30	7	6	6.0
lays	21	62	22	26	40	4	4.0
affecting	22	86	21	29	64	8	7.0
peasant	188	546	33	41	357	8	7.0
namely	22	24	22	24	2	2	2.0
hanna	27	66	26	28	39	2	2.0
promotional	23	258	23	31	234	8	7.0
salad	23	551	23	34	528	10	9.0
aren	18	553	18	36	535	17	15.0
degradation	32	128	30	32	96	2	2.0
##oulos	25	27	25	27	2	2	2.0
##urg	25	281	25	34	256	9	8.0
hepatitis	282	574	30	35	291	4	4.0
diverse	26	266	26	30	240	4	4.0
somerville	534	553	35	38	19	3	3.0
examines	24	25	23	25	1	2	2.0
welfare	27	283	26	35	256	8	7.0
##borough	24	30	24	29	6	5	5.0
fitzgerald	23	573	23	36	549	12	11.0
corona	81	282	31	35	200	3	3.0
token	25	67	26	31	41	4	4.0
compositions	28	52	27	29	24	2	2.0
pirate	29	596	29	40	567	11	10.0
victorian	25	32	25	31	6	5	5.0
sisters	23	67	23	28	43	4	4.0
commonly	24	127	24	32	102	8	7.0
chaplain	27	284	27	34	256	6	6.0
emphasize	23	25	23	26	2	2	2.0
quran	20	546	20	35	526	15	13.0
chatham	34	548	30	34	513	3	3.0
##rie	26	308	27	34	282	6	6.0
bowling	36	284	28	37	248	9	8.0
magna	27	91	27	31	64	3	3.0
marvin	25	259	25	32	234	6	6.0
influenza	27	579	27	35	552	8	7.0
glowing	23	63	24	29	39	5	5.0
antiquities	25	102	25	29	76	4	4.0
alta	86	542	28	35	455	6	6.0
sash	77	275	32	34	198	2	2.0
neglect	28	289	27	33	261	5	5.0
adi	29	199	29	35	170	5	5.0
connects	21	27	21	25	6	3	3.0
doc	25	72	25	35	46	10	9.0
blindness	52	581	30	36	528	5	5.0
pharaoh	27	278	27	33	250	5	5.0
brewers	30	136	29	34	106	4	4.0
runners	484	512	32	35	28	3	3.0
123	26	128	23	26	101	2	2.0
##sack	26	61	26	31	34	4	4.0
negotiated	23	95	23	30	71	6	6.0
denying	25	91	24	31	66	6	6.0
napoli	25	207	24	36	182	11	10.0
##nos	21	59	21	34	37	12	11.0
default	27	267	26	32	240	5	5.0
commodity	95	557	31	37	461	5	5.0
natasha	50	555	28	35	505	6	6.0
##rada	24	55	25	33	30	8	7.0
105	21	103	21	31	81	10	9.0
drifted	40	264	27	35	224	8	7.0
leaks	18	244	18	30	225	11	10.0
##ying	23	91	23	31	68	8	7.0
carmel	27	180	27	32	152	5	5.0
eminent	24	255	25	32	230	6	6.0
racism	27	142	28	33	115	5	5.0
227	22	27	22	26	5	4	4.0
contests	19	159	19	26	139	6	6.0
wade	26	118	25	34	92	9	8.0
16th	24	188	24	33	164	9	8.0
rosen	24	310	24	37	285	12	11.0
sharpe	45	609	29	39	563	10	9.0
honours	77	103	25	29	25	4	4.0
##aith	22	27	22	26	5	4	4.0
##rdi	25	607	25	39	582	13	12.0
plural	26	38	26	30	12	3	3.0
squares	47	521	26	33	474	6	6.0
av	23	51	18	31	28	12	11.0
squeezed	38	117	25	29	79	4	4.0
nights	26	537	25	33	511	8	7.0
friedrich	24	105	25	27	80	2	2.0
storey	30	279	27	33	249	5	5.0
inform	24	265	23	31	241	8	7.0
firearms	28	60	26	31	32	5	5.0
##anu	27	252	27	35	224	8	7.0
restoration	22	51	22	30	29	8	7.0
denise	25	127	25	30	101	5	5.0
vocabulary	28	133	28	31	104	3	3.0
tubes	27	174	28	35	146	6	6.0
convincing	26	574	26	35	548	9	8.0
reassigned	21	60	20	27	39	6	6.0
borough	28	560	28	34	532	6	6.0
##wan	27	548	27	35	521	8	7.0
prep	25	192	23	32	167	9	8.0
lesson	23	36	23	31	13	8	7.0
##wheel	30	527	30	33	496	2	2.0
paralyzed	27	281	27	34	253	6	6.0
aquatic	29	61	29	31	32	2	2.0
wrists	24	113	24	30	88	5	5.0
twisting	24	99	24	26	74	2	2.0
##iving	28	53	26	28	25	2	2.0
##ada	24	132	24	32	107	8	7.0
cakes	29	531	28	35	502	6	6.0
wept	24	230	23	28	205	4	4.0
skyscraper	27	178	26	31	151	4	4.0
daylight	25	79	25	34	54	9	8.0
hungry	26	173	25	31	147	5	5.0
##aj	23	86	23	33	62	9	8.0
marshal	31	542	29	35	510	6	6.0
globally	26	172	25	30	146	4	4.0
##zek	31	44	28	31	13	3	3.0
roma	25	271	25	32	245	6	6.0
telescopes	34	528	26	33	493	6	6.0
sovereignty	61	549	26	38	488	11	10.0
inherit	25	493	25	31	467	5	5.0
##hart	22	142	22	32	119	9	8.0
debris	21	523	21	33	501	11	10.0
sap	27	287	27	35	260	8	7.0
islander	28	270	28	32	241	3	3.0
habit	24	283	25	34	258	9	8.0
overhead	26	59	26	32	33	5	5.0
##storm	32	49	25	28	16	3	3.0
motown	27	47	27	30	19	3	3.0
heaven	26	539	26	35	513	9	8.0
correctional	78	197	28	35	118	6	6.0
farmer	29	517	29	38	487	9	8.0
##oint	28	55	26	28	26	2	2.0
indices	49	121	25	30	71	5	5.0
##sd	39	86	22	34	46	11	10.0
contention	23	521	23	32	498	9	8.0
050	27	58	27	32	31	4	4.0
traditions	23	240	23	29	217	6	6.0
aw	24	199	24	35	175	10	9.0
##gill	62	551	33	36	488	3	3.0
liquids	66	518	30	33	452	3	3.0
1890	32	150	31	34	117	2	2.0
admissions	21	138	21	32	117	11	10.0
##aby	25	592	25	38	566	12	11.0
focal	68	590	30	36	521	5	5.0
betrayal	26	66	26	29	40	3	3.0
mir	23	558	23	39	535	15	14.0
cheated	32	154	26	31	122	4	4.0
geelong	516	547	33	36	30	3	3.0
dispatch	35	553	26	33	518	6	6.0
##wk	34	285	30	33	251	3	3.0
thereafter	22	26	22	25	3	3	3.0
psychiatrist	26	140	26	33	114	6	6.0
drill	19	537	19	34	517	14	13.0
imposing	21	132	21	31	110	10	9.0
oliver	27	509	28	30	481	2	2.0
##illo	18	244	19	30	225	11	10.0
influencing	46	83	25	28	36	3	3.0
searches	24	540	24	35	515	11	10.0
nee	24	310	24	35	286	11	10.0
overwhelming	22	50	23	32	28	9	8.0
nadia	22	121	22	26	99	4	4.0
comparable	23	29	23	28	5	5	5.0
paints	25	523	26	31	497	5	5.0
##are	27	592	27	37	565	10	9.0
prank	25	53	26	29	27	3	3.0
serge	140	263	31	34	122	3	3.0
##umatic	35	38	29	31	2	2	2.0
vista	29	546	28	35	516	6	6.0
##vati	81	145	32	34	63	2	2.0
backyard	29	564	29	36	534	6	6.0
##bula	28	43	27	30	15	2	2.0
##eza	30	75	30	34	44	3	3.0
hysteria	27	30	28	30	2	2	2.0
references	22	172	22	29	150	6	6.0
piazza	27	269	26	33	242	6	6.0
mint	28	191	26	32	163	5	5.0
kiev	24	522	24	32	498	7	7.0
azerbaijani	512	529	31	36	16	4	4.0
sewer	63	280	31	36	216	4	4.0
defects	20	105	19	27	85	7	7.0
##atory	29	32	28	31	2	2	2.0
cb	28	264	28	37	235	9	8.0
naples	24	512	25	32	487	7	7.0
boarding	24	27	24	27	3	3	3.0
breeding	28	42	28	33	13	5	5.0
##bes	26	258	26	38	232	12	11.0
##kawa	24	44	25	27	19	2	2.0
pleasant	27	522	27	34	495	6	6.0
mohan	151	546	31	37	394	5	5.0
justify	24	33	23	29	9	5	5.0
bearer	24	27	24	27	2	3	3.0
economics	23	132	23	32	109	9	8.0
##uba	31	620	29	39	589	10	9.0
provisional	22	116	22	28	94	6	6.0
limestone	44	559	30	35	515	5	5.0
abbott	24	278	24	35	254	11	10.0
222	26	31	26	29	5	3	3.0
##zing	23	110	23	31	86	7	7.0
nineteenth	27	29	27	29	1	2	2.0
1745	137	173	29	31	36	2	2.0
##sed	21	116	21	27	95	5	5.0
spirited	66	273	30	35	207	4	4.0
##lish	155	496	27	29	340	2	2.0
bros	22	28	22	28	6	5	5.0
poisonous	57	253	27	31	195	3	3.0
##nock	29	31	29	31	1	2	2.0
freezing	45	493	28	33	448	5	5.0
melissa	27	536	27	35	509	7	7.0
minnie	128	562	30	33	434	3	3.0
bot	26	48	26	30	22	4	4.0
##bate	27	128	27	34	100	6	6.0
tariffs	99	600	31	37	500	6	6.0
pony	69	187	29	31	118	2	2.0
priscilla	40	137	25	32	97	6	6.0
frog	242	552	28	37	309	9	8.0
##pis	28	89	28	33	61	5	5.0
interact	19	24	20	24	4	4	4.0
spared	24	109	25	29	84	4	4.0
auckland	28	496	28	33	468	4	4.0
pierce	26	531	26	38	504	12	11.0
charging	25	170	24	30	144	5	5.0
kingston	26	555	26	37	529	11	10.0
##bid	25	100	25	34	74	8	8.0
analyze	23	488	23	30	465	6	6.0
boasts	22	32	22	27	9	4	4.0
tutor	25	177	26	31	151	5	5.0
stat	26	265	26	35	238	8	8.0
##bah	69	550	32	34	481	2	2.0
irregularities	50	531	26	32	481	5	5.0
noel	27	27	26	28	0	2	2.0
holmes	25	184	24	31	159	6	6.0
##yat	26	34	25	34	8	8	8.0
convictions	23	38	23	28	15	5	5.0
lineup	28	258	28	32	230	4	4.0
lush	87	138	28	32	51	4	4.0
royale	28	30	28	31	2	2	2.0
fooled	26	36	26	30	9	4	4.0
iq	28	92	27	30	64	3	3.0
penetrate	22	85	22	29	62	6	6.0
parks	22	515	22	35	493	12	11.0
##mpt	49	81	29	32	31	2	2.0
wadi	27	567	28	33	539	5	5.0
##nts	21	277	21	36	256	14	13.0
playground	24	545	25	35	520	10	9.0
expelled	31	172	24	29	141	4	4.0
##zyn	28	31	28	31	2	3	3.0
jasper	119	488	31	33	368	2	2.0
paved	23	180	22	30	157	7	7.0
tick	66	621	27	41	555	13	12.0
##rna	25	87	26	34	61	8	8.0
##nic	22	71	22	34	48	12	11.0
shoreline	28	534	27	32	505	4	4.0
underneath	23	131	23	27	107	4	4.0
wallet	29	526	28	33	497	4	4.0
ledge	522	566	32	37	43	5	5.0
notre	25	82	26	31	56	5	5.0
##dda	32	143	31	35	110	4	4.0
cemetery	46	552	23	33	506	10	9.0
thriller	32	135	27	33	102	5	5.0
harvest	37	497	26	32	459	6	6.0
ceasefire	21	559	21	38	538	16	15.0
davies	31	538	28	32	506	4	4.0
nash	22	617	23	41	594	17	16.0
unicorn	528	540	32	37	12	4	4.0
junk	27	38	27	33	10	5	5.0
deco	28	38	28	31	10	3	3.0
boardwalk	109	112	29	32	3	2	2.0
pearl	30	577	30	37	546	6	6.0
##cuit	68	558	30	37	489	6	6.0
courses	26	48	24	28	22	3	3.0
1954	66	124	26	29	57	3	3.0
whoever	21	29	21	26	7	4	4.0
##orted	24	28	24	27	3	3	3.0
raiders	25	87	25	28	62	3	3.0
enclosed	26	554	26	33	527	6	6.0
##roid	81	620	32	41	538	8	8.0
##fest	27	48	27	32	20	4	4.0
##tas	24	560	24	36	536	12	11.0
medication	28	266	26	33	238	6	6.0
harrington	26	179	25	32	152	6	6.0
3d	43	264	29	34	221	4	4.0
sufficient	24	549	23	33	525	10	9.0
toss	26	74	24	31	47	6	6.0
##tus	25	204	23	35	178	12	11.0
##illa	27	174	27	33	146	5	5.0
peanuts	64	497	28	32	433	3	3.0
rolf	25	170	25	30	144	4	4.0
zhu	28	135	29	31	106	2	2.0
marriott	29	560	29	39	531	9	9.0
assignment	22	48	23	28	25	5	5.0
devi	31	573	29	39	542	9	9.0
tripoli	22	259	22	31	237	8	8.0
##lco	92	527	28	37	434	8	8.0
starving	26	174	26	30	148	4	4.0
curb	23	56	23	31	32	7	7.0
boon	496	511	32	35	14	3	3.0
madison	23	537	23	35	514	12	11.0
rubble	23	538	23	33	514	9	9.0
ripped	24	41	24	28	17	4	4.0
homemade	28	70	28	32	41	4	4.0
associate	19	35	19	29	15	9	9.0
identities	22	50	22	30	27	7	7.0
borrowing	75	269	28	33	194	5	5.0
frustrated	29	484	26	31	454	4	4.0
jogging	125	257	27	31	131	3	3.0
marino	273	280	31	34	6	2	2.0
fabio	24	107	24	27	83	3	3.0
leonardo	26	45	25	29	18	3	3.0
accelerator	36	270	26	31	233	4	4.0
rumors	23	32	23	27	8	3	3.0
##iful	25	523	25	36	497	11	10.0
##lda	34	150	32	36	116	4	4.0
embankment	78	576	31	38	498	7	7.0
##pet	24	596	24	37	571	13	12.0
##org	30	581	29	37	551	7	7.0
##quil	29	315	29	40	286	11	10.0
spurred	22	63	22	28	40	5	5.0
kilograms	25	107	25	31	81	6	6.0
constituencies	26	74	26	29	47	2	2.0
##tee	25	144	26	34	118	7	7.0
##pee	25	111	26	30	86	4	4.0
venus	39	278	28	34	239	6	6.0
peaks	23	98	23	28	75	4	4.0
##gre	29	52	28	34	22	6	6.0
reviewed	20	56	20	28	35	7	7.0
airlift	29	558	27	34	529	6	6.0
capability	23	121	23	29	97	5	5.0
##zon	24	181	24	35	157	11	10.0
assisted	22	584	22	37	562	14	13.0
hbo	38	279	29	35	240	6	6.0
fabric	24	79	24	31	55	6	6.0
##fan	24	144	24	33	120	9	9.0
flexibility	28	541	27	33	512	5	5.0
##keeper	22	167	22	29	145	6	6.0
revived	25	258	25	31	233	5	5.0
##hed	21	195	22	34	173	12	11.0
##lam	27	94	27	37	67	9	9.0
tractor	27	105	26	32	78	5	5.0
elvis	29	535	26	36	505	9	9.0
egan	27	89	26	31	62	4	4.0
trails	25	68	25	29	42	4	4.0
scotia	30	542	30	35	512	5	5.0
tightly	22	54	22	29	32	6	6.0
##ntes	25	252	25	30	226	5	5.0
systematic	26	480	26	29	454	3	3.0
guided	22	27	23	27	5	4	4.0
danish	29	521	29	36	491	6	6.0
charities	41	170	25	32	129	6	6.0
ronnie	29	507	29	36	477	6	6.0
atmospheric	273	281	31	33	8	2	2.0
tents	28	534	27	38	506	10	10.0
renaissance	78	272	30	32	194	2	2.0
dixie	110	577	32	38	466	5	5.0
arrange	25	187	25	33	162	8	8.0
webster	24	579	24	37	554	13	12.0
forty	23	173	22	30	150	7	7.0
refined	38	263	29	33	224	4	4.0
narrative	23	132	23	30	108	6	6.0
debates	19	84	19	28	64	8	8.0
karl	25	98	25	31	72	5	5.0
rouge	26	272	27	33	245	6	6.0
kumar	26	31	26	30	4	4	4.0
##sner	22	95	22	34	73	12	11.0
##ori	25	193	25	35	167	9	9.0
##ata	24	301	24	38	277	14	13.0
defect	27	189	26	29	162	3	3.0
gonna	21	24	21	25	2	3	3.0
tale	26	556	26	38	529	12	11.0
persuade	25	576	25	36	550	10	10.0
compiler	27	535	27	37	508	9	9.0
machinery	26	505	27	32	479	5	5.0
fai	25	50	26	31	24	5	5.0
playoffs	27	176	27	29	149	2	2.0
heinrich	25	39	25	27	14	2	2.0
informant	27	563	27	34	535	6	6.0
rachel	25	262	25	31	237	5	5.0
cyclist	28	510	27	31	482	3	3.0
broughton	24	507	25	30	482	5	5.0
comrades	26	243	26	31	216	4	4.0
foyer	25	168	25	28	142	3	3.0
antony	24	143	24	33	119	8	8.0
okay	60	523	26	32	462	6	6.0
sellers	25	497	24	32	472	7	7.0
##iform	25	269	26	32	243	6	6.0
intensity	25	192	26	33	166	7	7.0
molly	24	276	24	35	252	10	10.0
accelerate	18	522	18	31	503	13	12.0
##ep	26	89	19	36	63	17	16.0
##lp	29	286	21	36	257	14	13.0
##cie	29	113	29	32	84	3	3.0
##omi	25	30	25	30	5	5	5.0
celebrities	26	52	25	30	26	4	4.0
bothering	24	55	24	29	31	5	5.0
ferris	70	141	28	33	71	5	5.0
borneo	48	194	34	36	145	2	2.0
universities	26	520	26	33	494	7	7.0
yearbook	133	524	29	32	391	3	3.0
vector	28	106	28	32	77	3	3.0
hank	29	173	30	33	144	3	3.0
invite	24	538	24	35	514	10	10.0
##lices	25	27	25	27	2	2	2.0
preceded	25	39	26	30	13	4	4.0
##atal	28	51	29	31	22	2	2.0
seas	27	191	27	34	163	7	7.0
shout	24	62	23	28	38	4	4.0
##uming	28	89	28	31	60	3	3.0
tightening	27	56	26	30	28	4	4.0
##ati	26	305	26	38	278	11	11.0
1902	67	539	28	35	472	6	6.0
unite	25	508	25	32	483	6	6.0
minerva	33	486	27	30	453	2	2.0
shorter	27	123	25	29	96	4	4.0
hosting	28	29	26	28	0	2	2.0
burden	27	579	27	36	552	8	8.0
employing	27	47	27	29	20	2	2.0
stanton	22	132	22	29	109	6	6.0
iaaf	32	135	27	33	102	5	5.0
claudio	24	126	25	27	101	2	2.0
windshield	73	575	34	36	502	2	2.0
mann	27	530	28	34	503	6	6.0
grandchildren	27	188	27	34	161	6	6.0
coupling	23	268	23	30	244	6	6.0
surgical	24	167	24	32	143	7	7.0
mistaken	29	92	28	32	63	3	3.0
##sume	28	35	27	30	7	3	3.0
##him	28	195	28	34	167	5	5.0
aging	25	65	26	30	40	4	4.0
bites	18	265	18	31	247	13	12.0
avalon	161	253	30	32	91	2	2.0
bred	26	127	26	29	101	2	2.0
adapt	29	142	28	35	112	6	6.0
yorkshire	26	519	27	34	492	7	7.0
##chu	43	205	28	36	162	7	7.0
billy	41	523	26	34	481	8	8.0
##wei	25	74	24	31	48	6	6.0
deprived	30	153	27	30	122	3	3.0
chemotherapy	29	588	29	37	559	7	7.0
remembers	20	25	21	25	4	4	4.0
repay	25	53	25	31	27	6	6.0
##rou	28	303	28	35	275	6	6.0
##stream	139	258	29	32	118	3	3.0
yamaha	52	194	33	35	142	2	2.0
cockpit	97	512	32	35	415	3	3.0
electromagnetic	98	542	30	35	444	5	5.0
honduras	263	545	31	41	281	9	9.0
mines	94	562	25	35	468	9	9.0
scarf	30	585	30	36	555	5	5.0
pinch	52	251	30	33	199	3	3.0
superiority	109	126	29	32	16	2	2.0
##rro	29	128	29	35	98	6	6.0
gravel	178	285	30	34	107	3	3.0
##girl	25	251	26	31	226	5	5.0
mounted	22	220	22	37	198	14	13.0
prolonged	33	537	26	34	504	7	7.0
mala	25	544	25	34	518	8	8.0
##enne	81	217	35	37	136	2	2.0
sonia	24	101	24	32	77	7	7.0
reduces	82	114	25	28	32	3	3.0
relaxed	56	103	27	32	47	4	4.0
barbie	268	503	30	32	235	2	2.0
##del	23	146	23	34	123	10	10.0
yong	33	262	27	33	229	5	5.0
suppression	27	85	27	30	58	3	3.0
cousins	23	31	24	28	7	4	4.0
crossroads	28	172	28	33	144	5	5.0
payload	29	176	29	33	147	3	3.0
##ount	70	114	32	34	43	2	2.0
surely	22	26	23	26	3	3	3.0
nominees	22	33	23	26	10	3	3.0
##raz	28	31	28	30	2	2	2.0
##anta	44	601	34	42	557	7	7.0
##rid	52	576	29	36	523	6	6.0
conjecture	30	173	25	29	142	3	3.0
blaze	19	502	19	38	482	18	17.0
admiral	27	144	27	35	116	8	8.0
##par	21	136	21	31	115	9	9.0
purge	49	518	28	31	468	3	3.0
jeffrey	25	573	26	38	548	12	12.0
memories	24	29	24	29	4	5	5.0
britannia	140	187	31	33	46	2	2.0
curt	25	135	25	32	109	6	6.0
tajikistan	92	538	31	38	446	6	6.0
danube	111	552	31	37	440	6	6.0
goats	30	559	31	37	528	6	6.0
francis	24	520	24	34	496	10	10.0
founders	23	476	23	29	453	6	6.0
siege	22	270	23	32	247	9	9.0
competitions	23	31	23	25	8	2	2.0
##mare	30	275	30	33	245	3	3.0
biased	84	534	23	34	449	10	10.0
immunity	22	575	22	36	553	13	13.0
newark	26	557	25	38	531	12	12.0
injected	22	37	22	27	14	5	5.0
scholastic	28	273	29	33	244	4	4.0
crises	22	66	22	26	43	4	4.0
dale	27	516	26	36	489	9	9.0
##pper	31	520	31	34	488	3	3.0
naomi	25	163	25	30	137	5	5.0
ames	25	590	25	40	565	15	14.0
hose	113	582	32	37	469	5	5.0
##ffs	27	94	27	29	67	2	2.0
rattled	26	185	26	29	158	3	3.0
lone	23	121	23	32	98	8	8.0
##bilities	26	180	26	33	154	7	7.0
cayman	570	595	36	38	25	2	2.0
transcript	26	567	27	35	540	8	8.0
151	25	186	25	32	161	6	6.0
montgomery	25	169	26	33	143	7	7.0
mustang	52	173	27	29	121	2	2.0
compton	520	526	35	38	5	2	2.0
goddard	24	30	24	30	6	6	6.0
suppress	24	88	23	30	64	6	6.0
twist	50	177	28	31	127	3	3.0
##rga	66	140	28	31	74	2	2.0
##rret	46	278	29	35	232	5	5.0
strangers	25	522	26	33	496	7	7.0
hears	23	84	23	28	60	4	4.0
330	27	46	26	33	19	6	6.0
batch	25	44	25	31	19	5	5.0
constable	29	539	29	35	509	6	6.0
diagram	25	104	26	30	78	4	4.0
darrell	28	55	27	30	27	2	2.0
##rned	25	279	25	32	253	7	7.0
hon	31	571	28	43	539	14	14.0
reign	24	192	24	32	167	8	8.0
poem	21	537	21	34	515	12	12.0
booking	31	61	28	32	30	4	4.0
tome	246	546	31	35	300	4	4.0
await	25	174	25	29	149	4	4.0
kurt	25	129	25	30	103	5	5.0
truce	21	261	21	35	239	13	13.0
gwen	173	541	30	34	368	4	4.0
portable	26	173	26	33	147	7	7.0
carts	62	530	30	34	468	4	4.0
850	27	71	27	32	44	5	5.0
##wart	25	190	25	33	165	8	8.0
mangrove	28	529	29	35	501	6	6.0
oven	140	524	28	33	384	4	4.0
airplanes	25	514	25	32	489	7	7.0
toes	28	31	29	31	2	2	2.0
congresses	108	547	31	34	438	3	3.0
parachute	83	546	32	37	463	5	5.0
utmost	29	49	29	31	20	2	2.0
nets	23	547	23	35	523	11	11.0
nest	26	525	26	34	498	7	7.0
##una	26	123	26	32	97	6	6.0
1922	27	131	26	31	103	5	5.0
bt	20	533	20	35	512	14	14.0
##rera	23	108	24	30	84	6	6.0
vanishing	41	237	27	29	195	2	2.0
##vian	52	67	29	32	14	3	3.0
emery	118	290	31	35	172	4	4.0
roc	23	141	24	33	117	9	9.0
barber	40	178	27	30	138	3	3.0
primetime	36	275	31	35	239	3	3.0
accepts	24	83	24	27	59	3	3.0
monroe	27	560	28	35	532	7	7.0
specified	24	27	24	28	2	3	3.0
chesapeake	30	548	30	35	517	5	5.0
butterflies	26	268	26	32	241	6	6.0
safari	27	134	27	31	106	4	4.0
clement	24	284	24	35	260	10	10.0
medley	27	30	27	29	2	2	2.0
##hc	24	560	24	35	535	11	11.0
marina	27	579	27	36	552	8	8.0
milky	29	594	29	40	565	10	10.0
##mond	78	78	29	31	0	2	2.0
inviting	23	25	23	25	1	2	2.0
##lm	25	55	20	30	29	10	10.0
vault	29	33	29	32	4	3	3.0
